Level,ExpToNextLevel,GoodReward1,GoodAmount1,GoodReward2,GoodAmount2,GoodReward3,GoodAmount3,PaidGoodReward1,PaidGoodAmount1,PaidGoodReward2,PaidGoodAmount2,PaidGoodReward3,PaidGoodAmount3,ThresholdRewardSet1,ThresholdRewardSet2,ThresholdRewardSet3,ThresholdRewardSet4,ThresholdRewardSet5,MaxFields,MaxEvents,CaretakerStorageCapacity,MillerStorageCapacity,MaxCatAmount,MaxCatHouseAmount,MaxDogAmount,MaxDogHouseAmount,MaxHorseAmount,MaxPonyAmount,MaxHorseHouseAmount,MaxDonkeyAmount,MaxDonkeyHouseAmount,MaxBunnyAmount,MaxBunnyHouseAmount,MaxKittenAmount,MaxKittenHouseAmount,MaxPuppyAmount,MaxPuppyHouseAmount,MaxGuineaPigAmount,MaxGuineaPigHouseAmount,MaxBirdAmount,MaxBirdHouseAmount,MaxAlpacaAmount,MaxAlpacaHouseAmount,MaxHedgehog1Amount,MaxHedgehog2Amount,MaxHoglet1Amount,MaxHoglet2Amount,MaxHedgehogHouseAmount,MaxChickenHabitats,MaxCowHabitats,MaxSheepHabitats,MaxLambHabitats,MaxPigHabitats,MaxGoatHabitats,MaxHammermills,MaxSugarMills,MaxSmelters,MaxBeeHabitats,MaxSquirrelHabitats,MinGoodsInOrderDelivery,MaxGoodsInOrderDelivery,OrderCancelTimeMin,OrderSpeedUpPrice,BoatOrderSpeedUpPrice,MaxOrderCount,CashExpMultiplier,EventCounterClicks,OrderMinValue,OrderMaxValue,DiamondsToCoinsRate,DiamondsToCoinsRateV2,DiamondsToCoinsRateV3,GuestOrderValue,MinCrateAmountInBoatOrder,MaxCrateAmountInBoatOrder,MinBoatOrderValue,MaxBoatOrderValue,MinGoodTypesInBoatOrder,MaxGoodTypesInBoatOrder,MinBoatStayTimeMinutes,MaxBoatStayTimeMinutes,BoatETAMinutes,BoatRewardMultiplier,SpecialOrderProbablity,SpecialOrderMaxCount,TruckCoinMultiplier,TruckEXPMultiplier,BoatCrateCoinMultiplier,BoatCrateEXPMultiplier,EXPEventCurrencyMultiplier,GoodReward4,GoodAmount4,GoodReward5,GoodAmount5,GoodReward6,GoodAmount6,MinTruckOrderValueOfDay,MaxTruckOrderValueOfDay,TargetTruckOrdersPerDay,MaxLockedOrderProducts,MaxTruckOrderMultiplier,MinPeopleQuestEffort,MaxPeopleQuestEffort,PeopleQuestDealersChoiceExpReward,PeopleQuestDealersChoiceCoinReward
844,11987000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,458,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,853,863,853,853
845,12007000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,458,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,854,864,854,854
846,12027000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,458,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,855,865,855,855
847,12047000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,458,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,856,866,856,856
848,12067000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,458,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,857,867,857,857
849,12087000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,458,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,858,868,858,858
850,12107000,FreeDiamonds,50,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,458,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,859,869,859,859
851,12127000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,459,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,860,870,860,860
852,12147000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,459,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,861,871,861,861
853,12167000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,459,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,862,872,862,862
854,12187000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,459,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,863,873,863,863
855,12207000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,459,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,864,874,864,864
856,12227000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,459,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,865,875,865,865
857,12247000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,459,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,866,876,866,866
858,12267000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,459,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,867,877,867,867
859,12287000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,459,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,868,878,868,868
860,12307000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,459,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,869,879,869,869
861,12327000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,460,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,870,880,870,870
862,12347000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,460,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,871,881,871,871
863,12367000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,460,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,872,882,872,872
864,12387000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,460,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,873,883,873,873
865,12407000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,460,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,874,884,874,874
866,12427000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,460,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,875,885,875,875
867,12447000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,460,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,98,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,876,886,876,876
868,12467000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,460,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,877,887,877,877
869,12487000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,460,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,878,888,878,878
870,12507000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,460,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,879,889,879,879
871,12527000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,461,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,880,890,880,880
872,12547000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,461,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,881,891,881,881
873,12567000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,461,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,882,892,882,882
874,12587000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,461,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,883,893,883,883
875,12607000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,461,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,884,894,884,884
876,12627000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,461,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,885,895,885,885
877,12647000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,461,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,886,896,886,886
878,12667000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,461,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,887,897,887,887
879,12687000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,461,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,888,898,888,888
880,12707000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,461,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,889,899,889,889
881,12727000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,462,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,890,900,890,890
882,12747000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,462,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,891,901,891,891
883,12767000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,462,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,892,902,892,892
884,12787000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,462,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,893,903,893,893
885,12807000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,462,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,894,904,894,894
886,12827000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,462,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,895,905,895,895
887,12847000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,462,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,896,906,896,896
888,12867000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,462,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,897,907,897,897
889,12887000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,462,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,898,908,898,898
890,12907000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,462,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,899,909,899,899
891,12927000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,463,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,900,910,900,900
892,12947000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,463,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,901,911,901,901
893,12967000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,463,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,99,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,902,912,902,902
894,12987000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,463,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,100,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,903,913,903,903
895,13007000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,463,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,100,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,904,914,904,904
896,13027000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,463,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,100,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,905,915,905,905
897,13047000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,463,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,100,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,906,916,906,906
898,13067000,FreeDiamonds,20,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,463,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,100,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,907,917,907,907
899,13087000,FreeDiamonds,20,,,,,,,,,,,RS12,RS11,RS12,RS11,RS12,463,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,100,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,908,918,908,908
900,13107000,FreeDiamonds,425,,,,,,,,,,,RS11,RS12,RS11,RS12,RS11,463,1712,200,200,2,2,2,4,2,1,5,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,5,1,1,1,5,30,3,5,9,0,100,231,463,46962,832017,500000,145,6,12,846,946,3,3,1080,1080,240,6000,10,3,250,200,150,150,100,,,,,,,10,100,8,1,200,909,919,909,909
